game_id,play_id,offense_team,defense_team,quarter,time_remaining_sec,down,distance,yardline,score_offense,score_defense,play_type,play_result,yards_gained,turnover,penalty,weather
1,49,Chiefs,Steelers,2,571,4,8,80,7,10,field_goal,loss,0,0,0,cold
1,50,Steelers,Chiefs,2,543,1,10,20,10,7,pass,gain,9,0,0,cold
1,51,Steelers,Chiefs,2,507,2,1,29,10,7,qb_sneak,loss,0,0,1,cold
1,52,Steelers,Chiefs,2,478,3,1,29,10,7,qb_sneak,loss,0,0,0,cold
1,53,Steelers,Chiefs,2,433,4,1,29,10,7,punt,gain,39,0,0,cold
1,54,Chiefs,Steelers,2,394,1,10,61,7,10,screen,gain,5,0,0,cold
1,55,Chiefs,Steelers,2,362,2,5,66,7,10,deep_pass,sack,-10,0,0,cold
1,56,Chiefs,Steelers,2,325,3,15,56,7,10,screen,incomplete,0,0,0,cold
1,57,Chiefs,Steelers,2,317,4,15,56,7,10,punt,gain,44,0,0,cold
1,58,Steelers,Chiefs,2,273,1,10,56,10,7,run,gain,7,0,0,cold
1,59,Steelers,Chiefs,2,241,2,3,63,10,7,deep_pass,incomplete,0,0,0,cold
1,60,Steelers,Chiefs,2,238,3,3,63,10,7,run,gain,3,0,0,cold
1,61,Chiefs,Steelers,2,205,1,10,25,7,13,pass,incomplete,0,0,0,cold
1,62,Chiefs,Steelers,2,200,2,10,25,7,13,deep_pass,gain,1,0,0,cold
1,63,Chiefs,Steelers,2,168,3,9,26,7,13,screen,gain,7,0,0,cold
1,64,Chiefs,Steelers,2,130,4,2,33,7,13,punt,gain,47,0,0,cold
1,65,Steelers,Chiefs,2,87,1,10,53,13,7,run,fumble,-4,1,0,cold
1,66,Chiefs,Steelers,2,50,1,10,47,7,13,pass,incomplete,0,0,0,cold
1,67,Chiefs,Steelers,2,44,2,10,47,7,13,run,gain,6,0,1,cold
1,68,Chiefs,Steelers,2,2,3,4,53,7,13,deep_pass,incomplete,0,0,0,cold
1,69,Chiefs,Steelers,3,900,4,4,53,7,13,punt,gain,47,0,0,cold
1,70,Steelers,Chiefs,3,862,1,10,53,13,7,pass,incomplete,0,0,0,hot
1,71,Steelers,Chiefs,3,854,2,10,53,13,7,pass,gain,0,0,0,hot
1,72,Steelers,Chiefs,3,810,3,10,53,13,7,screen,gain,5,0,0,hot
1,73,Steelers,Chiefs,3,771,4,5,58,13,7,punt,gain,47,0,0,hot
1,74,Chiefs,Steelers,3,726,1,10,53,7,13,pass,sack,-3,0,0,hot
1,75,Chiefs,Steelers,3,690,2,13,50,7,13,deep_pass,gain,6,0,0,hot
1,76,Chiefs,Steelers,3,647,3,7,56,7,13,deep_pass,gain,36,0,0,hot
1,77,Steelers,Chiefs,3,621,1,10,64,13,7,run,gain,5,0,0,hot
1,78,Steelers,Chiefs,3,587,2,5,69,13,7,deep_pass,touchdown,31,0,0,hot
1,79,Chiefs,Steelers,3,558,1,10,25,7,20,screen,gain,9,0,0,hot
1,80,Chiefs,Steelers,3,516,2,1,34,7,20,qb_sneak,loss,0,0,0,hot
1,81,Chiefs,Steelers,3,471,3,1,34,7,20,run,gain,5,0,0,hot
1,82,Chiefs,Steelers,3,436,1,10,39,7,20,pass,gain,3,0,0,hot
1,83,Steelers,Chiefs,3,399,1,10,25,20,10,pass,incomplete,0,0,0,hot
1,84,Steelers,Chiefs,3,394,2,10,25,20,10,pass,gain,5,0,0,hot
1,85,Steelers,Chiefs,3,350,3,5,30,20,10,deep_pass,gain,21,0,0,hot
1,86,Steelers,Chiefs,3,305,1,10,51,20,10,pass,sack,-11,0,0,hot
1,87,Steelers,Chiefs,3,265,2,21,40,20,10,run,loss,-1,0,0,hot
1,88,Steelers,Chiefs,3,224,3,22,39,20,10,pass,incomplete,0,0,0,hot
1,89,Steelers,Chiefs,3,216,4,22,39,20,10,punt,gain,44,0,0,hot
1,90,Chiefs,Steelers,3,182,1,10,56,10,20,pass,gain,25,0,0,hot
1,91,Chiefs,Steelers,3,147,1,10,81,10,20,pass,gain,4,0,0,hot
1,92,Chiefs,Steelers,3,113,2,6,85,10,20,pass,gain,0,0,0,hot
1,93,Chiefs,Steelers,3,79,3,6,85,10,20,run,gain,11,0,0,hot
1,94,Chiefs,Steelers,3,46,1,10,96,10,20,run,touchdown,4,0,0,hot
1,95,Steelers,Chiefs,3,19,1,10,25,20,17,screen,gain,10,0,0,hot
1,96,Steelers,Chiefs,4,900,1,10,35,20,17,pass,incomplete,0,0,0,hot
1,97,Steelers,Chiefs,4,896,2,10,35,20,17,run,gain,5,0,0,hot
1,98,Steelers,Chiefs,4,860,3,5,40,20,17,pass,incomplete,0,0,0,hot
1,99,Steelers,Chiefs,4,856,4,5,40,20,17,punt,gain,43,0,0,hot
1,100,Chiefs,Steelers,4,817,1,10,57,17,20,deep_pass,sack,-8,0,0,hot
1,101,Chiefs,Steelers,4,780,2,18,49,17,20,run,gain,6,0,0,hot
1,102,Chiefs,Steelers,4,747,3,12,55,17,20,pass,sack,-12,0,0,hot
1,103,Chiefs,Steelers,4,713,4,24,43,17,20,punt,gain,46,0,0,hot
1,104,Steelers,Chiefs,4,669,1,10,54,20,17,pass,gain,11,0,0,hot
1,105,Steelers,Chiefs,4,637,1,10,65,20,17,pass,gain,11,0,0,hot
1,106,Steelers,Chiefs,4,605,1,10,76,20,17,deep_pass,interception,-3,1,0,hot
1,107,Chiefs,Steelers,4,567,1,10,24,17,20,screen,gain,11,0,0,hot
1,108,Chiefs,Steelers,4,524,1,10,35,17,20,screen,gain,12,0,0,hot
1,109,Chiefs,Steelers,4,484,1,10,47,17,20,run,gain,9,0,1,hot
1,110,Chiefs,Steelers,4,449,2,1,56,17,20,pass,incomplete,0,0,0,hot
1,111,Chiefs,Steelers,4,445,3,1,56,17,20,run,gain,6,0,0,hot
1,112,Chiefs,Steelers,4,418,1,10,62,17,20,run,loss,-2,0,0,hot
1,113,Chiefs,Steelers,4,373,2,12,60,17,20,pass,gain,0,0,0,hot
1,114,Chiefs,Steelers,4,341,3,12,60,17,20,screen,gain,10,0,0,hot
1,115,Chiefs,Steelers,4,303,4,2,70,17,20,qb_sneak,loss,0,0,1,hot
1,116,Steelers,Chiefs,4,271,1,10,30,20,17,run,gain,5,0,0,hot
1,117,Steelers,Chiefs,4,240,2,5,35,20,17,pass,gain,5,0,0,hot
1,118,Steelers,Chiefs,4,195,1,10,40,20,17,pass,incomplete,0,0,0,hot
1,119,Steelers,Chiefs,4,191,2,10,40,20,17,deep_pass,incomplete,0,0,0,hot
1,120,Steelers,Chiefs,4,186,3,10,40,20,17,deep_pass,gain,38,0,0,hot
1,121,Chiefs,Steelers,4,146,1,10,62,17,20,screen,gain,8,0,1,hot
1,122,Chiefs,Steelers,4,109,2,2,70,17,20,qb_sneak,loss,-1,0,0,hot
1,123,Chiefs,Steelers,4,83,3,3,69,17,20,run,gain,9,0,0,hot
1,124,Chiefs,Steelers,4,42,1,10,78,17,20,pass,incomplete,0,0,0,hot
1,125,Chiefs,Steelers,4,38,2,10,78,17,20,pass,touchdown,22,0,0,hot
1,126,Steelers,Chiefs,4,11,1,10,25,20,24,pass,gain,10,0,0,hot
2,127,Rams,Patriots,1,900,1,10,25,0,0,screen,interception,-7,1,0,windy
2,128,Patriots,Rams,1,873,1,10,75,0,0,deep_pass,incomplete,0,0,0,windy
2,129,Patriots,Rams,1,866,2,10,75,0,0,pass,incomplete,0,0,0,windy
2,130,Patriots,Rams,1,859,3,10,75,0,0,pass,sack,-7,0,0,windy
2,131,Patriots,Rams,1,827,4,17,68,0,0,field_goal,gain,3,0,0,windy
2,132,Rams,Patriots,1,785,1,10,25,0,3,pass,incomplete,0,0,0,windy
2,133,Rams,Patriots,1,778,2,10,25,0,3,pass,gain,0,0,0,windy
2,134,Rams,Patriots,1,752,3,10,25,0,3,pass,incomplete,0,0,1,windy
2,135,Rams,Patriots,1,745,4,10,25,0,3,punt,gain,34,0,0,windy
2,136,Patriots,Rams,1,707,1,10,66,3,0,deep_pass,interception,-7,1,0,windy
2,137,Rams,Patriots,1,674,1,10,34,0,3,run,gain,2,0,0,windy
2,138,Rams,Patriots,1,633,2,8,36,0,3,run,gain,12,0,0,windy
2,139,Rams,Patriots,1,605,1,10,48,0,3,pass,incomplete,0,0,0,windy
2,140,Rams,Patriots,1,597,2,10,48,0,3,pass,gain,15,0,0,windy
2,141,Rams,Patriots,1,566,1,10,63,0,3,pass,gain,5,0,0,windy
2,142,Rams,Patriots,1,533,2,5,68,0,3,run,gain,12,0,0,windy
2,143,Rams,Patriots,1,501,1,10,80,0,3,pass,incomplete,0,0,0,windy
2,144,Rams,Patriots,1,496,2,10,80,0,3,pass,gain,5,0,0,windy
2,145,Rams,Patriots,1,457,3,5,85,0,3,pass,incomplete,0,0,0,windy
2,146,Rams,Patriots,1,449,4,5,85,0,3,field_goal,gain,3,0,0,windy
2,147,Patriots,Rams,1,408,1,10,25,3,3,run,gain,8,0,0,windy
2,148,Patriots,Rams,1,378,2,2,33,3,3,run,gain,5,0,0,windy
2,149,Patriots,Rams,1,342,1,10,38,3,3,pass,incomplete,0,0,0,windy
2,150,Patriots,Rams,1,339,2,10,38,3,3,pass,gain,11,0,0,windy
2,151,Patriots,Rams,1,301,1,10,49,3,3,run,gain,4,0,0,windy
2,152,Patriots,Rams,1,259,2,6,53,3,3,deep_pass,incomplete,0,0,1,windy
2,153,Patriots,Rams,1,256,3,6,53,3,3,pass,incomplete,0,0,0,windy
2,154,Patriots,Rams,1,251,4,6,53,3,3,punt,gain,43,0,0,windy
2,155,Rams,Patriots,1,208,1,10,57,3,3,pass,gain,5,0,0,windy
2,156,Rams,Patriots,1,167,2,5,62,3,3,pass,sack,-3,0,1,windy
2,157,Rams,Patriots,1,135,3,8,59,3,3,pass,gain,18,0,0,windy
2,158,Rams,Patriots,1,93,1,10,77,3,3,deep_pass,incomplete,0,0,0,windy
2,159,Rams,Patriots,1,90,2,10,77,3,3,run,gain,8,0,0,windy
2,160,Rams,Patriots,1,58,3,2,85,3,3,run,loss,-2,0,0,windy
2,161,Rams,Patriots,1,25,4,4,83,3,3,field_goal,loss,0,0,0,windy
2,162,Patriots,Rams,2,900,1,10,17,3,3,pass,gain,15,0,0,windy
2,163,Patriots,Rams,2,861,1,10,32,3,3,run,gain,10,0,0,windy
2,164,Patriots,Rams,2,817,1,10,42,3,3,pass,gain,3,0,0,windy
2,165,Rams,Patriots,2,778,1,10,25,3,6,pass,gain,11,0,0,windy
2,166,Rams,Patriots,2,753,1,10,36,3,6,screen,gain,6,0,0,windy
2,167,Rams,Patriots,2,716,2,4,42,3,6,screen,incomplete,0,0,0,windy
2,168,Rams,Patriots,2,712,3,4,42,3,6,deep_pass,incomplete,0,0,0,windy
2,169,Rams,Patriots,2,709,4,4,42,3,6,punt,gain,38,0,0,windy
2,170,Patriots,Rams,2,683,1,10,62,6,3,pass,gain,5,0,0,windy
2,171,Patriots,Rams,2,652,2,5,67,6,3,deep_pass,incomplete,0,0,0,windy
2,172,Patriots,Rams,2,649,3,5,67,6,3,pass,gain,12,0,0,windy
2,173,Patriots,Rams,2,624,1,10,79,6,3,pass,incomplete,0,0,0,windy
2,174,Patriots,Rams,2,619,2,10,79,6,3,pass,incomplete,0,0,0,windy
2,175,Patriots,Rams,2,611,3,10,79,6,3,screen,gain,0,0,0,windy
2,176,Patriots,Rams,2,578,4,10,79,6,3,field_goal,loss,0,0,0,windy
2,177,Rams,Patriots,2,536,1,10,21,3,6,run,loss,0,0,1,windy
2,178,Rams,Patriots,2,494,2,10,21,3,6,screen,gain,2,0,0,windy
2,179,Rams,Patriots,2,465,3,8,23,3,6,deep_pass,gain,20,0,0,windy
2,180,Rams,Patriots,2,438,1,10,43,3,6,pass,incomplete,0,0,0,windy
2,181,Rams,Patriots,2,430,2,10,43,3,6,run,gain,7,0,0,windy
2,182,Rams,Patriots,2,388,3,3,50,3,6,screen,gain,3,0,0,windy
2,183,Patriots,Rams,2,343,1,10,25,6,6,pass,incomplete,0,0,1,windy
2,184,Patriots,Rams,2,339,2,10,25,6,6,run,gain,3,0,0,windy
2,185,Rams,Patriots,2,310,1,10,25,6,9,deep_pass,incomplete,0,0,0,windy
2,186,Rams,Patriots,2,307,2,10,25,6,9,run,loss,-3,0,0,windy
2,187,Rams,Patriots,2,267,3,13,22,6,9,screen,incomplete,0,0,1,windy
2,188,Rams,Patriots,2,264,4,13,22,6,9,punt,gain,39,0,0,windy
2,189,Patriots,Rams,2,222,1,10,61,9,6,run,gain,8,0,0,windy
2,190,Patriots,Rams,2,181,2,2,69,9,6,pass,incomplete,0,0,0,windy
2,191,Patriots,Rams,2,175,3,2,69,9,6,run,gain,11,0,0,windy
2,192,Patriots,Rams,2,138,1,10,80,9,6,pass,gain,0,0,0,windy
2,193,Patriots,Rams,2,102,2,10,80,9,6,pass,gain,10,0,0,windy
2,194,Patriots,Rams,2,58,1,10,90,9,6,pass,incomplete,0,0,0,windy
2,195,Patriots,Rams,2,50,2,10,90,9,6,run,fumble,-1,1,1,windy
2,196,Rams,Patriots,2,13,1,10,10,6,9,deep_pass,gain,1,0,1,windy
2,197,Rams,Patriots,3,900,2,9,11,6,9,deep_pass,incomplete,0,0,1,windy
2,198,Rams,Patriots,3,895,3,9,11,6,9,pass,gain,5,0,0,windy
2,199,Rams,Patriots,3,857,4,4,16,6,9,punt,gain,40,0,0,windy
2,200,Patriots,Rams,3,812,1,10,60,9,6,run,gain,7,0,0,windy
2,201,Patriots,Rams,3,785,2,3,67,9,6,run,gain,4,0,0,windy
2,202,Patriots,Rams,3,741,1,10,71,9,6,run,gain,2,0,0,snow
2,203,Patriots,Rams,3,711,2,8,73,9,6,screen,incomplete,0,0,0,snow
2,204,Patriots,Rams,3,705,3,8,73,9,6,pass,interception,13,1,0,snow
2,205,Rams,Patriots,3,671,1,10,27,6,9,run,loss,0,0,0,snow
2,206,Rams,Patriots,3,644,2,10,27,6,9,run,gain,2,0,0,snow
2,207,Rams,Patriots,3,605,3,8,29,6,9,pass,gain,7,0,0,snow
2,208,Rams,Patriots,3,580,4,1,36,6,9,punt,gain,32,0,0,snow
2,209,Patriots,Rams,3,551,1,10,68,9,6,pass,incomplete,0,0,0,snow
2,210,Patriots,Rams,3,544,2,10,68,9,6,pass,gain,9,0,0,snow
2,211,Patriots,Rams,3,514,3,1,77,9,6,qb_sneak,gain,2,0,0,snow
2,212,Patriots,Rams,3,482,1,10,79,9,6,run,gain,7,0,0,snow
2,213,Patriots,Rams,3,453,2,3,86,9,6,run,gain,2,0,0,snow
2,214,Patriots,Rams,3,427,3,1,88,9,6,pass,incomplete,0,0,1,snow
2,215,Patriots,Rams,3,421,4,1,88,9,6,qb_sneak,loss,0,0,0,snow
2,216,Rams,Patriots,3,382,1,10,12,6,9,run,loss,0,0,0,snow
2,217,Rams,Patriots,3,351,2,10,12,6,9,run,gain,4,0,0,snow
2,218,Rams,Patriots,3,326,3,6,16,6,9,pass,sack,-6,0,0,snow
2,219,Rams,Patriots,3,282,4,12,10,6,9,punt,gain,43,0,0,snow
2,220,Patriots,Rams,3,254,1,10,57,9,6,pass,gain,5,0,0,snow
2,221,Patriots,Rams,3,227,2,5,62,9,6,pass,gain,4,0,0,snow
2,222,Patriots,Rams,3,187,3,1,66,9,6,run,loss,0,0,0,snow
2,223,Patriots,Rams,3,155,4,1,66,9,6,qb_sneak,loss,0,0,1,snow
2,224,Rams,Patriots,3,127,1,10,34,6,9,pass,gain,0,0,0,snow
2,225,Rams,Patriots,3,97,2,10,34,6,9,pass,incomplete,0,0,0,snow
2,226,Rams,Patriots,3,90,3,10,34,6,9,deep_pass,incomplete,0,0,0,snow
2,227,Rams,Patriots,3,87,4,10,34,6,9,punt,gain,35,0,0,snow
2,228,Patriots,Rams,3,60,1,10,65,9,6,run,gain,1,0,0,snow
2,229,Patriots,Rams,3,18,2,9,66,9,6,screen,gain,1,0,0,snow
2,230,Patriots,Rams,4,900,3,8,67,9,6,pass,incomplete,0,0,0,snow
2,231,Patriots,Rams,4,896,4,8,67,9,6,field_goal,gain,3,0,0,snow
2,232,Rams,Patriots,4,860,1,10,25,6,12,pass,incomplete,0,0,0,snow
2,233,Rams,Patriots,4,855,2,10,25,6,12,deep_pass,incomplete,0,0,0,snow
2,234,Rams,Patriots,4,848,3,10,25,6,12,pass,incomplete,0,0,0,snow
2,235,Rams,Patriots,4,842,4,10,25,6,12,punt,gain,38,0,0,snow
2,236,Patriots,Rams,4,809,1,10,62,12,6,deep_pass,interception,4,1,0,snow
2,237,Rams,Patriots,4,773,1,10,38,6,12,screen,interception,14,1,0,snow
2,238,Patriots,Rams,4,747,1,10,62,12,6,run,gain,2,0,0,snow
2,239,Patriots,Rams,4,708,2,8,64,12,6,run,gain,1,0,1,snow
2,240,Patriots,Rams,4,678,3,7,65,12,6,deep_pass,incomplete,0,0,0,snow
2,241,Patriots,Rams,4,673,4,7,65,12,6,field_goal,gain,3,0,0,snow
2,242,Rams,Patriots,4,644,1,10,25,6,15,pass,fumble,7,1,0,snow
2,243,Patriots,Rams,4,613,1,10,75,15,6,pass,gain,3,0,1,snow
2,244,Rams,Patriots,4,575,1,10,25,6,18,deep_pass,gain,27,0,0,snow
2,245,Rams,Patriots,4,544,1,10,52,6,18,pass,gain,11,0,0,snow
2,246,Rams,Patriots,4,517,1,10,63,6,18,pass,interception,0,1,0,snow
2,247,Patriots,Rams,4,479,1,10,37,18,6,pass,gain,9,0,0,snow
2,248,Patriots,Rams,4,446,2,1,46,18,6,run,gain,4,0,0,snow
2,249,Patriots,Rams,4,405,1,10,50,18,6,screen,incomplete,0,0,0,snow
2,250,Patriots,Rams,4,397,2,10,50,18,6,screen,gain,9,0,0,snow
2,251,Patriots,Rams,4,370,3,1,59,18,6,run,fumble,0,1,0,snow
2,252,Rams,Patriots,4,333,1,10,41,6,18,pass,incomplete,0,0,1,snow
2,253,Rams,Patriots,4,330,2,10,41,6,18,pass,gain,2,0,0,snow
2,254,Rams,Patriots,4,304,3,8,43,6,18,screen,gain,1,0,0,snow
2,255,Rams,Patriots,4,269,4,7,44,6,18,punt,gain,44,0,0,snow
2,256,Patriots,Rams,4,238,1,10,56,18,6,run,loss,0,0,0,snow
2,257,Patriots,Rams,4,201,2,10,56,18,6,run,gain,3,0,0,snow
2,258,Rams,Patriots,4,157,1,10,25,6,21,pass,incomplete,0,0,0,snow
2,259,Rams,Patriots,4,149,2,10,25,6,21,pass,gain,7,0,1,snow
2,260,Rams,Patriots,4,111,3,3,32,6,21,pass,gain,2,0,0,snow
2,261,Rams,Patriots,4,82,4,1,34,6,21,punt,gain,50,0,0,snow
2,262,Patriots,Rams,4,51,1,10,50,21,6,kneel,loss,-1,0,0,snow
2,263,Patriots,Rams,4,16,2,11,49,21,6,kneel,loss,-1,0,0,snow
3,264,Patriots,Chiefs,1,900,1,10,25,0,0,run,gain,1,0,0,windy
3,265,Patriots,Chiefs,1,869,2,9,26,0,0,screen,gain,7,0,0,windy
3,266,Patriots,Chiefs,1,826,3,2,33,0,0,run,gain,6,0,0,windy
3,267,Patriots,Chiefs,1,787,1,10,39,0,0,screen,incomplete,0,0,0,windy
3,268,Patriots,Chiefs,1,784,2,10,39,0,0,pass,incomplete,0,0,0,windy
3,269,Patriots,Chiefs,1,780,3,10,39,0,0,deep_pass,gain,12,0,0,windy
3,270,Patriots,Chiefs,1,743,1,10,51,0,0,pass,gain,7,0,0,windy
3,271,Patriots,Chiefs,1,702,2,3,58,0,0,deep_pass,incomplete,0,0,0,windy
3,272,Patriots,Chiefs,1,694,3,3,58,0,0,run,gain,6,0,0,windy
3,273,Patriots,Chiefs,1,663,1,10,64,0,0,deep_pass,gain,26,0,0,windy
3,274,Patriots,Chiefs,1,626,1,10,90,0,0,screen,gain,8,0,0,windy
3,275,Patriots,Chiefs,1,592,2,2,98,0,0,run,touchdown,2,0,0,windy
3,276,Chiefs,Patriots,1,566,1,10,25,0,7,run,loss,-1,0,0,windy
3,277,Chiefs,Patriots,1,539,2,11,24,0,7,run,gain,12,0,0,windy
3,278,Chiefs,Patriots,1,494,1,10,36,0,7,pass,gain,12,0,0,windy
3,279,Chiefs,Patriots,1,464,1,10,48,0,7,pass,incomplete,0,0,0,windy
3,280,Chiefs,Patriots,1,460,2,10,48,0,7,pass,sack,-9,0,0,windy
3,281,Chiefs,Patriots,1,426,3,19,39,0,7,deep_pass,incomplete,0,0,0,windy
3,282,Chiefs,Patriots,1,423,4,19,39,0,7,punt,gain,42,0,0,windy
3,283,Patriots,Chiefs,1,381,1,10,58,7,0,run,gain,3,0,0,windy
3,284,Chiefs,Patriots,1,343,1,10,25,0,10,run,gain,14,0,0,windy
3,285,Chiefs,Patriots,1,311,1,10,39,0,10,run,gain,8,0,0,windy
3,286,Chiefs,Patriots,1,275,2,2,47,0,10,qb_sneak,loss,0,0,0,windy
3,287,Chiefs,Patriots,1,248,3,2,47,0,10,run,gain,5,0,0,windy
3,288,Chiefs,Patriots,1,212,1,10,52,0,10,pass,gain,10,0,0,windy
3,289,Chiefs,Patriots,1,175,1,10,62,0,10,pass,gain,15,0,1,windy
3,290,Chiefs,Patriots,1,150,1,10,77,0,10,pass,incomplete,0,0,0,windy
3,291,Chiefs,Patriots,1,147,2,10,77,0,10,pass,gain,8,0,0,windy
3,292,Chiefs,Patriots,1,120,3,2,85,0,10,pass,sack,-7,0,0,windy
3,293,Chiefs,Patriots,1,94,4,9,78,0,10,field_goal,gain,3,0,0,windy
3,294,Patriots,Chiefs,1,68,1,10,25,10,3,run,gain,3,0,0,windy
3,295,Chiefs,Patriots,1,28,1,10,25,3,13,deep_pass,sack,-8,0,0,windy
3,296,Chiefs,Patriots,2,900,2,18,17,3,13,run,gain,5,0,0,windy
3,297,Chiefs,Patriots,2,870,3,13,22,3,13,pass,incomplete,0,0,0,windy
3,298,Chiefs,Patriots,2,865,4,13,22,3,13,punt,gain,47,0,0,windy
3,299,Patriots,Chiefs,2,832,1,10,53,13,3,pass,gain,3,0,0,windy
3,300,Chiefs,Patriots,2,795,1,10,25,3,16,screen,gain,4,0,0,windy
3,301,Chiefs,Patriots,2,760,2,6,29,3,16,run,loss,0,0,0,windy
3,302,Chiefs,Patriots,2,721,3,6,29,3,16,pass,incomplete,0,0,0,windy
3,303,Chiefs,Patriots,2,713,4,6,29,3,16,punt,gain,35,0,0,windy
3,304,Patriots,Chiefs,2,674,1,10,65,16,3,deep_pass,incomplete,0,0,0,windy
3,305,Patriots,Chiefs,2,670,2,10,65,16,3,pass,incomplete,0,0,0,windy
3,306,Patriots,Chiefs,2,664,3,10,65,16,3,screen,gain,0,0,0,windy
3,307,Patriots,Chiefs,2,637,4,10,65,16,3,field_goal,loss,0,0,0,windy
3,308,Chiefs,Patriots,2,607,1,10,35,3,16,pass,gain,15,0,0,windy
3,309,Chiefs,Patriots,2,569,1,10,50,3,16,pass,gain,14,0,0,windy
3,310,Chiefs,Patriots,2,529,1,10,64,3,16,pass,incomplete,0,0,1,windy
3,311,Chiefs,Patriots,2,523,2,10,64,3,16,run,gain,7,0,0,windy
3,312,Chiefs,Patriots,2,478,3,3,71,3,16,pass,incomplete,0,0,1,windy
