game_id,play_id,offense_team,defense_team,quarter,time_remaining_sec,down,distance,yardline,score_offense,score_defense,play_type,play_result,yards_gained,turnover,penalty,weather
2,172,Chiefs,Eagles,2,13,4,15,15,14,3,screen,touchdown,44,1,0,snow
2,173,Patriots,Chiefs,3,71,3,10,3,5,24,kneel,fumble,-4,0,1,windy
2,174,Eagles,Eagles,4,281,1,13,99,20,42,screen,fumble,49,1,0,rain
2,175,Chiefs,Eagles,2,207,1,11,17,45,2,spike,incomplete,58,0,1,snow
2,176,Chiefs,Packers,2,667,1,6,74,29,26,spike,gain,22,0,1,clear
2,177,Dolphins,Eagles,4,501,1,1,17,8,34,deep_pass,fumble,26,0,0,hot
2,178,Dolphins,Bills,4,476,3,19,16,31,26,spike,gain,20,1,0,snow
2,179,Cowboys,Cowboys,2,104,2,18,55,33,18,screen,gain,42,0,0,windy
2,180,Dolphins,Steelers,3,289,4,8,75,18,21,screen,interception,2,0,0,rain
2,181,Chiefs,Steelers,1,628,1,12,32,15,40,run,out_of_bounds,1,0,0,windy
2,182,Steelers,Packers,1,289,4,20,87,39,14,qb_sneak,loss,-3,0,0,clear
2,183,Dolphins,49ers,1,496,2,17,18,11,15,punt,incomplete,48,1,1,hot
2,184,Packers,Dolphins,2,289,2,10,20,14,9,spike,sack,57,0,1,hot
2,185,Chiefs,Chiefs,1,731,4,3,75,19,1,field_goal,fumble,32,0,0,windy
2,186,Packers,Cowboys,2,446,3,8,84,29,23,pass,gain,43,0,1,cold
2,187,Steelers,49ers,4,225,1,1,96,33,32,screen,loss,0,1,1,rain
2,188,Cowboys,Cowboys,1,52,3,1,65,28,25,punt,out_of_bounds,52,0,1,hot
2,189,Packers,Packers,2,2,2,6,84,37,26,pass,interception,16,1,0,clear
2,190,Rams,Steelers,2,450,1,11,71,8,2,field_goal,loss,5,1,0,windy
2,191,Bills,Steelers,4,889,1,2,100,28,9,pass,gain,12,0,1,snow
2,192,Eagles,Dolphins,3,688,2,15,91,29,2,punt,gain,58,1,1,cold
2,193,Dolphins,Packers,1,26,1,19,81,21,19,screen,out_of_bounds,33,0,0,cold
2,194,Packers,Patriots,4,1,2,17,45,40,7,field_goal,interception,11,0,1,snow
2,195,Packers,Dolphins,4,771,4,15,74,15,39,field_goal,interception,6,0,0,snow
2,196,Dolphins,Eagles,2,698,3,10,48,10,39,screen,touchdown,55,1,1,cold
2,197,Dolphins,Steelers,2,41,2,16,41,21,39,screen,out_of_bounds,57,0,0,snow
2,198,Bills,Patriots,2,719,4,1,20,3,0,run,incomplete,46,0,1,windy
2,199,Bills,Rams,4,448,2,9,58,6,13,kneel,gain,29,1,0,hot
2,200,Dolphins,Rams,3,182,4,20,53,14,6,screen,incomplete,27,1,1,rain
2,201,Dolphins,Packers,1,126,4,3,38,20,35,run,gain,-1,0,0,hot
2,202,Dolphins,Rams,3,793,4,6,20,3,6,punt,gain,60,0,0,rain
2,203,Cowboys,Patriots,4,354,2,19,91,45,36,field_goal,incomplete,55,0,1,rain
2,204,Eagles,Chiefs,4,408,3,19,37,26,28,punt,interception,8,0,0,snow
2,205,Packers,Patriots,4,497,4,10,7,31,0,qb_sneak,sack,-1,1,0,cold
2,206,Chiefs,Cowboys,4,287,1,4,53,43,29,deep_pass,incomplete,-2,0,1,hot
2,207,Bills,Packers,1,900,2,9,79,4,25,screen,touchdown,-6,1,0,snow
2,208,Cowboys,Eagles,1,186,1,17,75,43,27,screen,sack,30,1,1,windy
2,209,Cowboys,Eagles,3,105,1,10,55,13,31,punt,fumble,31,0,1,hot
2,210,Cowboys,Eagles,3,284,1,20,41,32,0,screen,fumble,57,1,1,hot
2,211,Dolphins,Eagles,2,755,2,3,81,1,2,run,out_of_bounds,42,1,0,snow
2,212,Steelers,Patriots,2,830,4,16,56,36,44,spike,touchdown,23,1,0,cold
2,213,Dolphins,Steelers,1,299,4,9,93,1,26,field_goal,touchdown,16,0,1,hot
2,214,Dolphins,49ers,4,70,2,8,13,4,27,screen,gain,7,1,1,cold
2,215,Cowboys,Dolphins,3,288,1,11,36,10,37,field_goal,gain,0,0,0,windy
2,216,Chiefs,Bills,4,762,3,19,38,8,35,deep_pass,incomplete,47,0,0,clear
2,217,Patriots,Rams,1,201,2,12,55,39,18,kneel,loss,29,0,1,snow
2,218,Eagles,Eagles,3,794,2,18,46,42,15,field_goal,fumble,47,1,1,windy
2,219,Packers,Bills,3,512,3,19,12,15,16,spike,sack,45,0,0,rain
2,220,49ers,Patriots,1,148,1,7,9,44,7,spike,interception,41,1,0,snow
2,221,Eagles,Rams,1,760,4,7,82,2,10,deep_pass,touchdown,50,1,0,cold
2,222,Packers,Dolphins,1,570,1,14,86,8,41,run,loss,33,0,0,rain
2,223,Dolphins,Packers,2,216,3,2,17,42,19,run,interception,55,1,1,windy
2,224,Steelers,49ers,2,161,2,12,15,31,20,spike,interception,25,1,0,cold
2,225,Cowboys,Chiefs,4,702,2,9,100,37,11,field_goal,fumble,27,1,1,clear
2,226,Packers,Cowboys,2,542,3,8,26,7,45,punt,interception,32,1,1,windy
2,227,Chiefs,Bills,3,870,1,6,75,4,32,pass,fumble,35,1,1,hot
2,228,Eagles,Packers,1,891,3,17,53,44,36,screen,touchdown,35,1,0,windy
2,229,Dolphins,Bills,1,661,4,18,49,7,1,field_goal,gain,1,1,0,clear
2,230,Rams,Rams,4,750,1,9,13,39,28,field_goal,gain,44,1,0,rain
2,231,Patriots,Patriots,3,836,4,2,24,5,37,spike,sack,-4,1,1,clear
2,232,Bills,Eagles,2,44,3,16,53,26,34,qb_sneak,loss,25,1,0,windy
2,233,49ers,Bills,4,581,3,4,80,31,18,field_goal,sack,2,0,1,hot
2,234,Patriots,Cowboys,3,587,1,13,17,15,36,qb_sneak,touchdown,14,0,0,windy
2,235,Rams,Patriots,3,4,2,8,28,22,15,run,out_of_bounds,-7,0,1,hot
2,236,Chiefs,Packers,1,647,2,5,46,23,42,pass,incomplete,9,1,1,windy
2,237,Bills,Bills,3,794,2,2,13,2,32,spike,loss,12,0,1,windy
2,238,Patriots,Chiefs,1,539,3,11,18,30,1,screen,loss,47,1,0,windy
2,239,Cowboys,Cowboys,2,452,1,20,32,18,36,kneel,loss,-10,1,0,snow
2,240,Dolphins,49ers,1,457,2,5,69,37,2,qb_sneak,out_of_bounds,33,0,0,rain
2,241,Bills,Packers,1,678,4,15,34,9,32,pass,fumble,50,0,0,hot
2,242,Dolphins,Chiefs,1,758,2,12,49,31,39,deep_pass,sack,29,1,1,clear
2,243,Eagles,Eagles,4,573,4,16,78,21,29,kneel,interception,38,0,0,snow
2,244,Patriots,Packers,4,69,3,10,80,7,23,field_goal,fumble,-4,1,1,cold
2,245,Eagles,Rams,1,24,1,5,85,21,43,punt,sack,22,0,0,rain
2,246,Steelers,Eagles,4,318,4,4,17,31,5,punt,loss,7,0,0,snow
2,247,Bills,Bills,3,300,1,8,38,4,20,screen,loss,-6,1,1,cold
2,248,Steelers,49ers,4,353,3,9,21,11,10,kneel,incomplete,16,1,1,rain
2,249,Chiefs,Cowboys,3,611,2,13,63,36,28,run,touchdown,-3,1,1,clear
2,250,Patriots,Rams,1,404,3,18,22,8,35,field_goal,gain,8,1,1,cold
2,251,49ers,Chiefs,2,714,1,18,35,9,16,punt,loss,22,1,1,hot
2,252,Eagles,Steelers,3,474,1,14,16,23,30,spike,out_of_bounds,22,0,0,rain
2,253,Eagles,Packers,1,693,2,2,21,15,33,run,interception,2,1,0,cold
2,254,Bills,Cowboys,3,61,4,18,71,9,42,kneel,gain,-1,0,1,clear
2,255,Packers,Bills,1,733,1,14,68,39,16,pass,sack,34,1,1,windy
2,256,Packers,Steelers,2,180,2,15,51,33,3,deep_pass,sack,11,0,1,cold
2,257,Dolphins,Packers,4,866,2,19,15,34,32,deep_pass,touchdown,39,0,0,cold
2,258,Eagles,Packers,4,739,1,12,77,35,22,screen,fumble,35,0,0,cold
2,259,Bills,Rams,4,108,4,16,54,29,3,kneel,incomplete,38,1,1,snow
2,260,Bills,Steelers,1,414,2,16,36,27,35,run,out_of_bounds,17,1,1,cold
2,261,Patriots,Chiefs,4,32,4,15,65,8,29,pass,loss,13,0,1,rain
2,262,Cowboys,Eagles,4,311,3,5,39,12,0,screen,out_of_bounds,39,1,0,snow
2,263,Packers,49ers,3,250,1,15,22,9,10,field_goal,gain,5,1,0,snow
2,264,Eagles,Rams,4,214,2,12,3,20,40,kneel,interception,25,0,0,windy
2,265,Dolphins,Patriots,1,727,2,15,71,18,17,kneel,out_of_bounds,56,0,0,cold
2,266,Steelers,49ers,1,619,4,9,34,40,5,spike,loss,-5,1,1,hot
2,267,49ers,Packers,3,583,3,17,50,7,27,punt,touchdown,28,0,1,clear
2,268,Eagles,Rams,2,276,1,5,15,32,38,kneel,out_of_bounds,57,0,1,windy
2,269,Eagles,49ers,2,783,2,1,69,22,45,pass,gain,25,0,1,snow
2,270,Eagles,49ers,4,803,1,9,37,6,5,qb_sneak,interception,48,0,1,clear
2,271,Steelers,Packers,3,841,2,18,13,24,15,run,out_of_bounds,-8,0,1,rain
2,272,Packers,Packers,3,208,4,7,52,5,22,run,sack,55,1,1,rain
2,273,Chiefs,Bills,1,618,4,20,17,38,37,pass,gain,55,1,1,rain
2,274,Eagles,Rams,2,216,3,6,20,30,19,screen,loss,49,1,1,cold
2,275,Cowboys,Packers,3,873,2,13,2,8,44,punt,interception,53,0,0,clear
2,276,49ers,49ers,2,26,4,2,40,8,22,punt,out_of_bounds,29,1,1,snow
2,277,Packers,Eagles,1,777,2,2,36,18,23,field_goal,sack,0,0,0,hot
2,278,Patriots,Steelers,3,675,3,20,82,35,27,kneel,interception,-7,0,0,snow
2,279,Dolphins,Dolphins,1,843,1,14,61,27,39,run,fumble,45,0,0,snow
2,280,Chiefs,Rams,3,104,3,18,83,30,1,pass,touchdown,18,1,1,clear
2,281,49ers,Steelers,4,582,4,7,12,36,2,punt,sack,13,1,0,rain
2,282,Packers,Dolphins,4,202,1,10,65,33,8,screen,fumble,33,1,0,snow
2,283,Cowboys,Eagles,1,875,3,20,43,43,43,screen,fumble,12,1,0,windy
2,284,Bills,Packers,4,487,4,3,50,17,12,spike,interception,8,1,0,hot
2,285,Bills,Cowboys,1,252,4,11,71,33,40,field_goal,touchdown,2,0,1,rain
2,286,Steelers,Cowboys,3,148,4,15,7,19,10,deep_pass,sack,19,1,1,rain
2,287,Patriots,Cowboys,1,312,2,5,48,13,30,pass,interception,55,1,1,clear
2,288,Bills,Chiefs,3,287,4,6,55,31,11,deep_pass,interception,2,1,1,snow
2,289,Bills,49ers,3,398,2,9,55,24,31,pass,touchdown,35,0,1,rain
2,290,Bills,Rams,3,223,1,10,56,19,31,spike,loss,49,0,0,snow
2,291,Cowboys,49ers,1,782,1,11,54,23,0,deep_pass,loss,-4,1,0,windy
2,292,Cowboys,Eagles,1,413,2,7,6,19,18,spike,incomplete,-3,0,1,hot
2,293,Steelers,Chiefs,2,685,3,17,94,42,18,qb_sneak,touchdown,37,0,1,clear
2,294,Patriots,Patriots,1,229,1,5,44,20,23,spike,interception,20,1,1,clear
2,295,Dolphins,Cowboys,1,35,3,18,78,14,36,screen,incomplete,53,1,1,rain
2,296,Cowboys,Bills,2,97,2,16,15,34,6,field_goal,touchdown,43,0,0,cold
2,297,Cowboys,Bills,1,533,2,16,85,2,15,pass,incomplete,1,0,1,windy
2,298,Patriots,Eagles,4,389,4,5,1,37,35,punt,touchdown,42,1,0,snow
2,299,Chiefs,Patriots,2,753,4,9,49,43,40,field_goal,out_of_bounds,50,1,1,snow
3,300,Patriots,Chiefs,3,665,4,12,18,42,34,screen,interception,-10,1,0,clear
3,301,Steelers,Rams,1,196,4,19,3,3,32,qb_sneak,incomplete,-1,0,0,windy
3,302,Patriots,Steelers,2,199,1,5,68,28,41,run,touchdown,2,0,1,snow
3,303,Eagles,Cowboys,1,867,3,14,97,22,40,spike,out_of_bounds,34,0,0,clear
3,304,Rams,Rams,3,743,4,4,98,22,19,punt,touchdown,3,1,0,rain
3,305,Rams,Packers,1,567,2,15,76,38,25,kneel,loss,35,0,0,cold
